r	intercept	slope	subcl	all
CRC0449PRX0A01001TUMD11000V2.fit.0.1_0.5.r2:1	0.731232381062054	22.8999213739019	NA	114	274
CRC0468LMX0B02004TUMD07000V2.fit.0.1_0.5.r2:1	0.579938492284398	40.6082760352523	NA	110	237
CRC0468PRX0B01001TUMD08000V2.fit.0.1_0.5.r2:1	0.529887688241417	38.6729171864094	NA	172	272
CRC0481LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.805512719078517	19.3132034404029	NA	87	186
CRC0481PRX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.822334087091606	17.948908953742	NA	97	192
CRC0498LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.844613049053511	40.3655572458323	NA	169	296
CRC0498PRX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.821196700639619	33.1105231454482	NA	156	301
CRC0549LMX0B02004TUMD10000V2.fit.0.1_0.5.r2:1	0.92700338948123	24.8867596870014	NA	157	313
CRC0549PRX0A02004TUMD08000V2.fit.0.1_0.5.r2:1	0.641282310608473	8.44481519791663	NA	44	82
CRC0740LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.862948328206152	31.4164910374269	NA	142	241
CRC0740PRX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.942176105204631	32.7649416183125	NA	194	394
CRC1063LMX0A01001TUMD07000V2.fit.0.1_0.5.r2:1	0.900120192396661	68.3703474367493	NA	247	427
CRC1063PRX0B02001TUMD08000V2.fit.0.1_0.5.r2:1	0.516541976559493	31.8688141212549	NA	135	266
CRC1144LMX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.943001466325042	34.1175168760368	NA	203	322
CRC1144PRX0B02002TUMD08000V2.fit.0.1_0.5.r2:1	0.928911375649606	45.3760329595584	NA	210	302
CRC1169LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.964528507892606	78.6796199114093	NA	440	720
CRC1169PRX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.948919377626025	65.0911992067626	NA	321	585
CRC1182LMX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.878121734811786	31.0224176270529	NA	160	273
CRC1182PRX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.829036186114555	30.1652006424497	NA	135	310
CRC1240LMX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.57930639016039	53.3682823236622	NA	272	442
CRC1240PRX0B01001TUMD08000V2.fit.0.1_0.5.r2:1	0.432368289552248	78.0524895654585	NA	220	389
CRC1251LMX0A02001TUMD08000V2.fit.0.1_0.5.r2:1	0.85810605897256	30.6787175115095	NA	147	297
CRC1251PRX0A01001TUMD08000V2.fit.0.1_0.5.r2:1	0.849488110181108	42.7408749253497	NA	180	346
CRC1331LMX0A02005TUMD03000V2.fit.0.1_0.5.r2:1	0.942275312616459	45.270134508008	NA	229	394
CRC1331PRX0A01001TUMD05000V2.fit.0.1_0.5.r2:1	0.925504147576328	34.2318996567864	NA	196	323
CRC1387LMX0A02001TUMD03000V2.fit.0.1_0.5.r2:1	0.500225505511137	44.871246656131	NA	160	331
CRC1387PRX0B01001TUMD05000V2.fit.0.1_0.5.r2:1	0.532192402827464	54.0414503821736	NA	190	398
CRC1473LMX0B02002TUMD03000V2.fit.0.1_0.5.r2:1	0.915757954699332	62.6601718149487	NA	235	390
CRC1473PRX0B01001TUMD03000V2.fit.0.1_0.5.r2:1	0.918006959473878	25.0544375343051	NA	107	275
CRC1486LMX0B02002TUMD03000V2.fit.0.1_0.5.r2:1	0.832792715915323	37.5482620919608	NA	185	355
CRC1486PRX0A01001TUMD03000V2.fit.0.1_0.5.r2:1	0.828517542500767	38.1501718008694	NA	125	272
CRC1599LMX0A02001TUMD03000V2.fit.0.1_0.5.r2:1	0.921791375265242	38.8348973678693	NA	188	345
CRC1599PRX0A02002TUMD03000V2.fit.0.1_0.5.r2:1	0.857355928936112	41.1815983081053	NA	169	261
CRC1624LMX0B02001TUMD03000V2.fit.0.1_0.5.r2:1	0.877197069809803	63.8460648272169	NA	340	607
CRC1624PRX0B02001TUMD03000V2.fit.0.1_0.5.r2:1	0.882837343728023	75.6109769909991	NA	282	443
CRC1673LMX0B02004TUMD03000V2.fit.0.1_0.5.r2:1	0.351470830613901	3.22288112992689	NA	20	38
CRC1673PRX0B02001TUMD03000V2.fit.0.1_0.5.r2:1	0.780894596603232	76.242294442637	NA	317	482
CRC1824LMX0A02001TUMD03000V2.fit.0.1_0.5.r2:1	0.803760146017153	69.1916215093187	NA	285	467
CRC1824PRX0A02003TUMD03000V2.fit.0.1_0.5.r2:1	0.767474968580302	77.471780931403	NA	309	476
CRC2790LMX0A02001TUMD03000V2.fit.0.1_0.5.r2:1	0.858296911462893	37.6407917227123	NA	183	323
CRC2790PRX0A02001TUMD03000V2.fit.0.1_0.5.r2:1	0.894173257118359	39.8618830460345	NA	171	314
CRC0053LMX0A02204TUMD07000V2.fit.0.12_0.15.r2:1	0.987291222764451	1.33245240222696	NA	2	206
CRC0053PRX0A01201TUMD05000V2.fit.0.12_0.15.r2:1	0.967980845705516	2.2138340958474	NA	3	213
CRC0065LMX0B02205TUMD02000V2.fit.0.12_0.15.r2:1	0.976383316821188	10.7793491943605	NA	14	481
CRC0065PRX0A01201TUMD03000V2.fit.0.12_0.15.r2:1	0.963862338626076	2.54856218102909	NA	4	394
CRC0071LMX0A02204TUMD09000V2.fit.0.12_0.15.r2:1	0.940442899355729	1.73549414139417	NA	3	266
CRC0071PRX0A01201TUMD06000V2.fit.0.12_0.15.r2:1	0.968541004113293	1.79289341486936	NA	3	241
CRC0094LMX0A02201TUMD05000V2.fit.0.12_0.15.r2:1	0.972853605431828	9.86180698522176	NA	12	370
CRC0094PRX0A01201TUMD06000V2.fit.0.12_0.15.r2:1	0.990450830088516	2.8958798931595	NA	3	203
CRC0333LMX0A02204TUMD07000V2.fit.0.12_0.15.r2:1	0.924726024616402	2.2532542685895	NA	3	373
CRC0333PRX0A01201TUMD07000V2.fit.0.12_0.15.r2:1	0.973925544592921	3.21892262224672	NA	3	313
CRC0440LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.896626088886088	5.66907034300238	NA	6	369
CRC0440PRX0A01001TUMD12000V2.fit.0.12_0.15.r2:1	1	3.6	NA	1	57
CRC0449LMX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	1	11.1	NA	1	198
CRC0449PRX0A01001TUMD11000V2.fit.0.12_0.15.r2:1	0.987068016300532	2.50323373419432	NA	4	274
CRC0468LMX0B02004TUMD07000V2.fit.0.12_0.15.r2:1	1	1.35	NA	1	237
CRC0468PRX0B01001TUMD08000V2.fit.0.12_0.15.r2:1	0.853467640278456	1.62270234052943	NA	2	272
CRC0481LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.957951744134032	3.91712069192621	NA	6	186
CRC0481PRX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.985859408196334	3.25369579538611	NA	5	192
CRC0498LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	1	0.921428571428572	NA	1	296
CRC0498PRX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.970295301110047	7.17824706921965	NA	7	301
CRC0549LMX0B02004TUMD10000V2.fit.0.12_0.15.r2:1	0.992960969815804	9.57066646793825	NA	15	313
CRC0549PRX0A02004TUMD08000V2.fit.0.12_0.15.r2:1	0.981155902572463	5.25950911385377	NA	3	82
CRC0740LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.967035154360938	4.42212854207472	NA	6	241
CRC0740PRX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.960379408286019	13.077157622241	NA	16	394
CRC1063LMX0A01001TUMD07000V2.fit.0.12_0.15.r2:1	0.90760762851777	5.84201058454899	NA	7	427
CRC1063PRX0B02001TUMD08000V2.fit.0.12_0.15.r2:1	0.978133313193181	2.44540683884127	NA	4	266
CRC1144LMX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.963571435370938	7.94665693767071	NA	13	322
CRC1144PRX0B02002TUMD08000V2.fit.0.12_0.15.r2:1	0.914289166478801	6.93599281991137	NA	10	302
CRC1169LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.988677555339607	27.0837080328557	NA	41	720
CRC1169PRX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.98541717170402	18.3716527607982	NA	24	585
CRC1182LMX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.993860343748488	9.20035773340952	NA	14	273
CRC1182PRX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.990610441317141	4.433730844751	NA	6	310
CRC1240LMX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.98218702116992	11.2131918328773	NA	18	442
CRC1240PRX0B01001TUMD08000V2.fit.0.12_0.15.r2:1	1	3.06428571428571	NA	1	389
CRC1251LMX0A02001TUMD08000V2.fit.0.12_0.15.r2:1	0.937948252232398	5.35385157622307	NA	7	297
CRC1251PRX0A01001TUMD08000V2.fit.0.12_0.15.r2:1	0.996095191250857	6.06771980257392	NA	9	346
CRC1331LMX0A02005TUMD03000V2.fit.0.12_0.15.r2:1	0.994706664537266	9.49989868733696	NA	15	394
CRC1331PRX0A01001TUMD05000V2.fit.0.12_0.15.r2:1	0.979802838779987	8.94497917920327	NA	15	323
CRC1387LMX0A02001TUMD03000V2.fit.0.12_0.15.r2:1	0.976593936704257	1.86364584150847	NA	2	331
CRC1387PRX0B01001TUMD05000V2.fit.0.12_0.15.r2:1	0.971645904396074	1.76353225411487	NA	3	398
CRC1473LMX0B02002TUMD03000V2.fit.0.12_0.15.r2:1	0.960987939083725	5.92459970981991	NA	6	390
CRC1473PRX0B01001TUMD03000V2.fit.0.12_0.15.r2:1	0.906452893810747	3.90201686551631	NA	6	275
CRC1486LMX0B02002TUMD03000V2.fit.0.12_0.15.r2:1	0.987334114116285	6.82385677584289	NA	12	355
CRC1486PRX0A01001TUMD03000V2.fit.0.12_0.15.r2:1	0.998341115945897	2.07493587181791	NA	3	272
CRC1599LMX0A02001TUMD03000V2.fit.0.12_0.15.r2:1	0.943056070202101	6.45285786549301	NA	8	345
CRC1599PRX0A02002TUMD03000V2.fit.0.12_0.15.r2:1	0.975499646340183	5.60241484692502	NA	4	261
CRC1624LMX0B02001TUMD03000V2.fit.0.12_0.15.r2:1	0.996678556182091	13.3853531000915	NA	22	607
CRC1624PRX0B02001TUMD03000V2.fit.0.12_0.15.r2:1	0.930152997567888	5.2087271280335	NA	7	443
CRC1673LMX0B02004TUMD03000V2.fit.0.12_0.15.r2:1	NA	NA	NA	0	38
CRC1673PRX0B02001TUMD03000V2.fit.0.12_0.15.r2:1	0.981846315105186	6.07309508501804	NA	9	482
CRC1824LMX0A02001TUMD03000V2.fit.0.12_0.15.r2:1	0.982941875206771	12.2476835381271	NA	15	467
CRC1824PRX0A02003TUMD03000V2.fit.0.12_0.15.r2:1	0.973013081124739	6.20093384151593	NA	9	476
CRC2790LMX0A02001TUMD03000V2.fit.0.12_0.15.r2:1	0.987793227145247	7.96075957473558	NA	12	323
CRC2790PRX0A02001TUMD03000V2.fit.0.12_0.15.r2:1	0.99141101042701	3.5142804913334	NA	6	314
CRC0053LMX0A02204TUMD07000V2.fit.0.12_0.2.r2:1	0.817840242167196	3.12305941874676	NA	8	206
CRC0053PRX0A01201TUMD05000V2.fit.0.12_0.2.r2:1	0.980702708786077	1.57170176150397	NA	5	213
CRC0065LMX0B02205TUMD02000V2.fit.0.12_0.2.r2:1	0.90483267514223	32.6971302460542	NA	72	481
CRC0065PRX0A01201TUMD03000V2.fit.0.12_0.2.r2:1	0.942125444857632	18.8796317852602	NA	40	394
CRC0071LMX0A02204TUMD09000V2.fit.0.12_0.2.r2:1	0.949241193955745	3.93050701747	NA	11	266
CRC0071PRX0A01201TUMD06000V2.fit.0.12_0.2.r2:1	0.926908294328124	4.07167288630884	NA	11	241
CRC0094LMX0A02201TUMD05000V2.fit.0.12_0.2.r2:1	0.994335836804368	7.67131887348017	NA	23	370
CRC0094PRX0A01201TUMD06000V2.fit.0.12_0.2.r2:1	0.982646219788123	4.50872713767627	NA	11	203
CRC0333LMX0A02204TUMD07000V2.fit.0.12_0.2.r2:1	0.935013804121926	6.11774327685099	NA	14	373
CRC0333PRX0A01201TUMD07000V2.fit.0.12_0.2.r2:1	0.996960728031381	2.66219629141962	NA	7	313
CRC0440LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.968725063398494	9.61068126037924	NA	22	369
CRC0440PRX0A01001TUMD12000V2.fit.0.12_0.2.r2:1	0.937687033513048	1.59518691524606	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.738898359277122	1.82071885770357	NA	3	198
CRC0449PRX0A01001TUMD11000V2.fit.0.12_0.2.r2:1	0.971409646837929	3.78831198398278	NA	11	274
CRC0468LMX0B02004TUMD07000V2.fit.0.12_0.2.r2:1	0.995615452791825	0.799681976956363	NA	2	237
CRC0468PRX0B01001TUMD08000V2.fit.0.12_0.2.r2:1	0.979166643324042	1.84511296963737	NA	5	272
CRC0481LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.974269629120523	5.22588706553367	NA	15	186
CRC0481PRX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.963163972634475	4.08227318663031	NA	12	192
CRC0498LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.926288825502445	11.4566765838	NA	20	296
CRC0498PRX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.995820852799788	10.9907889849147	NA	27	301
CRC0549LMX0B02004TUMD10000V2.fit.0.12_0.2.r2:1	0.9922851231707	12.6606366775492	NA	38	313
CRC0549PRX0A02004TUMD08000V2.fit.0.12_0.2.r2:1	0.955542662689651	3.00307663793462	NA	8	82
CRC0740LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.990681218564417	3.95040982272243	NA	12	241
CRC0740PRX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.993051543788027	15.842079922237	NA	43	394
CRC1063LMX0A01001TUMD07000V2.fit.0.12_0.2.r2:1	0.948786963023683	11.8272569908984	NA	27	427
CRC1063PRX0B02001TUMD08000V2.fit.0.12_0.2.r2:1	0.918678092772425	3.2622783396555	NA	10	266
CRC1144LMX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.95548122532872	19.0244936632833	NA	50	322
CRC1144PRX0B02002TUMD08000V2.fit.0.12_0.2.r2:1	0.934311952805462	16.6992091021692	NA	41	302
CRC1169LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.984816735313457	45.3982934183187	NA	126	720
CRC1169PRX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.962575075942483	29.3237697360436	NA	75	585
CRC1182LMX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.9948082600365	12.131510973905	NA	36	273
CRC1182PRX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.944025085627412	5.85056356958174	NA	16	310
CRC1240LMX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.988724582770069	9.11094322388842	NA	32	442
CRC1240PRX0B01001TUMD08000V2.fit.0.12_0.2.r2:1	0.886961560118952	2.95022335267576	NA	5	389
CRC1251LMX0A02001TUMD08000V2.fit.0.12_0.2.r2:1	0.9762445407192	6.5621975704562	NA	18	297
CRC1251PRX0A01001TUMD08000V2.fit.0.12_0.2.r2:1	0.968712223134978	8.42954724303622	NA	24	346
CRC1331LMX0A02005TUMD03000V2.fit.0.12_0.2.r2:1	0.973094411779871	19.86919014219	NA	54	394
CRC1331PRX0A01001TUMD05000V2.fit.0.12_0.2.r2:1	0.963350680805469	12.0557214384874	NA	37	323
CRC1387LMX0A02001TUMD03000V2.fit.0.12_0.2.r2:1	0.986110124819281	1.86731567988844	NA	5	331
CRC1387PRX0B01001TUMD05000V2.fit.0.12_0.2.r2:1	0.988144484042457	1.82704816671237	NA	6	398
CRC1473LMX0B02002TUMD03000V2.fit.0.12_0.2.r2:1	0.976832390305855	9.81103374965595	NA	23	390
CRC1473PRX0B01001TUMD03000V2.fit.0.12_0.2.r2:1	0.98005838122186	5.48852847886051	NA	16	275
CRC1486LMX0B02002TUMD03000V2.fit.0.12_0.2.r2:1	0.962064236956971	7.69310606912017	NA	25	355
CRC1486PRX0A01001TUMD03000V2.fit.0.12_0.2.r2:1	0.896468532199207	6.33692604943738	NA	15	272
CRC1599LMX0A02001TUMD03000V2.fit.0.12_0.2.r2:1	0.973441253103586	14.3472908575166	NA	34	345
CRC1599PRX0A02002TUMD03000V2.fit.0.12_0.2.r2:1	0.994309289083914	9.31730142742719	NA	20	261
CRC1624LMX0B02001TUMD03000V2.fit.0.12_0.2.r2:1	0.989024426588748	17.670067723866	NA	54	607
CRC1624PRX0B02001TUMD03000V2.fit.0.12_0.2.r2:1	0.961824974553766	12.1654097306522	NA	29	443
CRC1673LMX0B02004TUMD03000V2.fit.0.12_0.2.r2:1	NA	NA	NA	0	38
CRC1673PRX0B02001TUMD03000V2.fit.0.12_0.2.r2:1	0.995910341505922	5.34614660663603	NA	17	482
CRC1824LMX0A02001TUMD03000V2.fit.0.12_0.2.r2:1	0.995680942807294	10.6288814069387	NA	31	467
CRC1824PRX0A02003TUMD03000V2.fit.0.12_0.2.r2:1	0.986610382457784	11.1459798212185	NA	31	476
CRC2790LMX0A02001TUMD03000V2.fit.0.12_0.2.r2:1	0.991206735166799	10.5046272405211	NA	31	323
CRC2790PRX0A02001TUMD03000V2.fit.0.12_0.2.r2:1	0.94757282873282	10.2571446398721	NA	27	314
CRC0053LMX0A02204TUMD07000V2.fit.0.12_0.24.r2:1	0.925173491302711	2.27522791455821	NA	8	206
CRC0053PRX0A01201TUMD05000V2.fit.0.12_0.24.r2:1	0.982763797105254	1.82120561314255	NA	7	213
CRC0065LMX0B02205TUMD02000V2.fit.0.12_0.24.r2:1	0.92209786927919	52.9610811461516	NA	136	481
CRC0065PRX0A01201TUMD03000V2.fit.0.12_0.24.r2:1	0.954428664540927	28.1334264157708	NA	73	394
CRC0071LMX0A02204TUMD09000V2.fit.0.12_0.24.r2:1	0.931357969823282	5.54812303417329	NA	18	266
CRC0071PRX0A01201TUMD06000V2.fit.0.12_0.24.r2:1	0.968214408992293	4.0743707980398	NA	14	241
CRC0094LMX0A02201TUMD05000V2.fit.0.12_0.24.r2:1	0.994116648879711	9.01502132515202	NA	33	370
CRC0094PRX0A01201TUMD06000V2.fit.0.12_0.24.r2:1	0.984391005492503	4.67773128894203	NA	15	203
CRC0333LMX0A02204TUMD07000V2.fit.0.12_0.24.r2:1	0.969500510257772	6.72068264833027	NA	20	373
CRC0333PRX0A01201TUMD07000V2.fit.0.12_0.24.r2:1	0.957880899382549	4.25562329893532	NA	13	313
CRC0440LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.935399587125781	16.5648700217114	NA	44	369
CRC0440PRX0A01001TUMD12000V2.fit.0.12_0.24.r2:1	0.998361977213632	1.05650623997988	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.837704379213656	5.62003720563155	NA	10	198
CRC0449PRX0A01001TUMD11000V2.fit.0.12_0.24.r2:1	0.976683257423799	4.19588655416027	NA	15	274
CRC0468LMX0B02004TUMD07000V2.fit.0.12_0.24.r2:1	0.98	0.5616	NA	2	237
CRC0468PRX0B01001TUMD08000V2.fit.0.12_0.24.r2:1	0.941599276711254	3.26905669710224	NA	10	272
CRC0481LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.984763178479646	4.02827521909426	NA	16	186
CRC0481PRX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.953772820842627	5.56303954718434	NA	19	192
CRC0498LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.947853470492314	17.3321814879614	NA	39	296
CRC0498PRX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.995778806402738	10.9752483676987	NA	36	301
CRC0549LMX0B02004TUMD10000V2.fit.0.12_0.24.r2:1	0.996289634449873	12.1338148072611	NA	47	313
CRC0549PRX0A02004TUMD08000V2.fit.0.12_0.24.r2:1	0.914707369049593	1.96606942897782	NA	8	82
CRC0740LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.886437890720953	10.8159004098319	NA	32	241
CRC0740PRX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.981025565998016	20.8511286365446	NA	68	394
CRC1063LMX0A01001TUMD07000V2.fit.0.12_0.24.r2:1	0.933390446527332	21.5031007124846	NA	56	427
CRC1063PRX0B02001TUMD08000V2.fit.0.12_0.24.r2:1	0.95935467526562	3.15024067833463	NA	12	266
CRC1144LMX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.965038039189234	23.4642328229018	NA	75	322
CRC1144PRX0B02002TUMD08000V2.fit.0.12_0.24.r2:1	0.950999289463816	22.3346662593643	NA	66	302
CRC1169LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.965159035740226	64.2905376603029	NA	208	720
CRC1169PRX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.957951646985033	41.7136082068792	NA	126	585
CRC1182LMX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.991310543419374	14.0196280133084	NA	51	273
CRC1182PRX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.923752834461739	9.01411981171832	NA	28	310
CRC1240LMX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.98754855616115	8.19135810643583	NA	37	442
CRC1240PRX0B01001TUMD08000V2.fit.0.12_0.24.r2:1	0.919657043944467	4.61464406153517	NA	10	389
CRC1251LMX0A02001TUMD08000V2.fit.0.12_0.24.r2:1	0.898080892280082	12.8277248266648	NA	38	297
CRC1251PRX0A01001TUMD08000V2.fit.0.12_0.24.r2:1	0.9289601799049	13.507293072168	NA	43	346
CRC1331LMX0A02005TUMD03000V2.fit.0.12_0.24.r2:1	0.953438201207348	27.6091494498664	NA	88	394
CRC1331PRX0A01001TUMD05000V2.fit.0.12_0.24.r2:1	0.909401902171888	21.6084357710729	NA	71	323
CRC1387LMX0A02001TUMD03000V2.fit.0.12_0.24.r2:1	0.945433688158867	2.86584428360337	NA	9	331
CRC1387PRX0B01001TUMD05000V2.fit.0.12_0.24.r2:1	0.91725638351708	3.03630602729379	NA	11	398
CRC1473LMX0B02002TUMD03000V2.fit.0.12_0.24.r2:1	0.883389974984604	24.8023171258126	NA	61	390
CRC1473PRX0B01001TUMD03000V2.fit.0.12_0.24.r2:1	0.931528276751347	10.1285187334622	NA	32	275
CRC1486LMX0B02002TUMD03000V2.fit.0.12_0.24.r2:1	0.944768986422509	10.5907378265023	NA	39	355
CRC1486PRX0A01001TUMD03000V2.fit.0.12_0.24.r2:1	0.951563709364783	7.00221422531762	NA	21	272
CRC1599LMX0A02001TUMD03000V2.fit.0.12_0.24.r2:1	0.956889098211991	21.1806388899219	NA	60	345
CRC1599PRX0A02002TUMD03000V2.fit.0.12_0.24.r2:1	0.973221951783184	13.4575604066667	NA	36	261
CRC1624LMX0B02001TUMD03000V2.fit.0.12_0.24.r2:1	0.96860348945055	24.4418020259189	NA	86	607
CRC1624PRX0B02001TUMD03000V2.fit.0.12_0.24.r2:1	0.934425697789251	20.8878250526349	NA	57	443
CRC1673LMX0B02004TUMD03000V2.fit.0.12_0.24.r2:1	NA	NA	NA	0	38
CRC1673PRX0B02001TUMD03000V2.fit.0.12_0.24.r2:1	0.859406404435101	14.1897948545116	NA	44	482
CRC1824LMX0A02001TUMD03000V2.fit.0.12_0.24.r2:1	0.958706517394997	15.8642183244885	NA	53	467
CRC1824PRX0A02003TUMD03000V2.fit.0.12_0.24.r2:1	0.989935090032396	12.7049430224369	NA	44	476
CRC2790LMX0A02001TUMD03000V2.fit.0.12_0.24.r2:1	0.9726485846297	14.6147342690122	NA	50	323
CRC2790PRX0A02001TUMD03000V2.fit.0.12_0.24.r2:1	0.94146774653761	15.4900596493898	NA	47	314
CRC0053LMX0A02204TUMD07000V2.fit.0.12_0.3.r2:1	0.925723454225757	3.3343772730549	NA	13	206
CRC0053PRX0A01201TUMD05000V2.fit.0.12_0.3.r2:1	0.856833701041485	3.85941072328314	NA	15	213
CRC0065LMX0B02205TUMD02000V2.fit.0.12_0.3.r2:1	0.9524579521799	66.7569226161063	NA	207	481
CRC0065PRX0A01201TUMD03000V2.fit.0.12_0.3.r2:1	0.950777116835517	40.8991303307063	NA	124	394
CRC0071LMX0A02204TUMD09000V2.fit.0.12_0.3.r2:1	0.840410846627665	12.2906464974737	NA	40	266
CRC0071PRX0A01201TUMD06000V2.fit.0.12_0.3.r2:1	0.868931345707981	8.20601579503835	NA	29	241
CRC0094LMX0A02201TUMD05000V2.fit.0.12_0.3.r2:1	0.985357004258566	10.5224353037516	NA	45	370
CRC0094PRX0A01201TUMD06000V2.fit.0.12_0.3.r2:1	0.962862881700033	6.21870439289258	NA	23	203
CRC0333LMX0A02204TUMD07000V2.fit.0.12_0.3.r2:1	0.868299257200851	14.6413868080922	NA	45	373
CRC0333PRX0A01201TUMD07000V2.fit.0.12_0.3.r2:1	0.826721109463021	8.71347904319883	NA	28	313
CRC0440LMX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.858017749865402	35.5946624893496	NA	99	369
CRC0440PRX0A01001TUMD12000V2.fit.0.12_0.3.r2:1	0.986911887872656	0.75793374722632	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.834944504381879	16.3421769659179	NA	31	198
CRC0449PRX0A01001TUMD11000V2.fit.0.12_0.3.r2:1	0.918405639721877	7.1238885865722	NA	27	274
CRC0468LMX0B02004TUMD07000V2.fit.0.12_0.3.r2:1	0.662496798392363	3.50193549562834	NA	11	237
CRC0468PRX0B01001TUMD08000V2.fit.0.12_0.3.r2:1	0.819020415451013	8.21718789545962	NA	25	272
CRC0481LMX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.971728989876233	6.10166650492468	NA	26	186
CRC0481PRX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.903288396959438	9.6940997517083	NA	35	192
CRC0498LMX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.948068268624702	25.9120395405068	NA	70	296
CRC0498PRX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.98231782087751	13.8437663391996	NA	53	301
CRC0549LMX0B02004TUMD10000V2.fit.0.12_0.3.r2:1	0.993165867649338	13.9986750204446	NA	63	313
CRC0549PRX0A02004TUMD08000V2.fit.0.12_0.3.r2:1	0.930563706697051	1.75527101981192	NA	9	82
CRC0740LMX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.841561744841325	22.887636372044	NA	69	241
CRC0740PRX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.959400200696073	29.0160282297661	NA	107	394
CRC1063LMX0A01001TUMD07000V2.fit.0.12_0.3.r2:1	0.928578962246175	34.2196745831904	NA	101	427
CRC1063PRX0B02001TUMD08000V2.fit.0.12_0.3.r2:1	0.898153663462727	4.8629107224333	NA	20	266
CRC1144LMX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.953053662924751	32.9886807085217	NA	119	322
CRC1144PRX0B02002TUMD08000V2.fit.0.12_0.3.r2:1	0.94224691933243	33.7779794115468	NA	112	302
CRC1169LMX0A02001TUMD08000V2.fit.0.12_0.3.r2:1	0.97497150902212	72.3674642680866	NA	280	720
CRC1169PRX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.962423333131371	52.7849725971294	NA	187	585
CRC1182LMX0A01001TUMD08000V2.fit.0.12_0.3.r2:1	0.990791765853105	15.839819008084	NA	68	273
